Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Germany,DEU,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,68.0367078576416,68.7354372998025,69.6898531984483,69.8826571121919,69.5827132822,69.8436567941958,69.0956742165719,68.6429405313617,69.0423120063003,71.4561560250014,69.1181658228148,68.6108106905956,68.429207472769,68.9027380304786,68.9894742460228,69.0301788575362
Germany,DEU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.8295377230118,31.8706791751726,32.5740396235895,32.591483189795,35.4484237785274,37.7404535695349,41.1903478533375,43.0099115480875,43.4598749287594,37.8022013754532,42.2503740223096,44.8181730740774,45.9886890803888,45.4881559262909,45.72517277451,46.9189662579728
Germany,DEU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.5604588751134,30.1071174622107,28.1989688995107,28.9276512558106,30.4076860064652,32.6807367679911,35.8918207458477,36.3606196010711,37.4850297063715,32.8628448794446,37.0527042006775,39.929562875492,39.9005394103512,39.4825618082685,38.9897621456622,39.1124624078786
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.923259374055,22.3139665573319,19.9192048124058,19.6873986523008,19.1208128176445,18.8145302191355,19.7726104669383,20.7493146269939,20.8600404412626,18.0674557367454,19.625396308613,21.0775326289621,19.2605431854976,19.3834062435746,19.3116114760002,18.7746125119799
Germany,DEU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,29.8478133504687,28.9022180425259,28.7086801642157,28.966073294656,27.7852745065224,27.9271229018715,27.7658414290191,27.449815575972,27.6668982800753,28.6864503227275,27.8483058533522,28.2255319778626,28.458760154781,28.429818279791,28.6269271003035,..
Germany,DEU,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,0.60742361657091,-2.15441430043352,-2.7126814294185,-2.74706316889481,-2.89819519250249,-2.85232476899942,-1.79517393736551,-0.823203624339993,-0.912778031181931,-2.7581006857756,-3.06175050192631,-0.47434076178638,0.0814923444385559,-0.054700406264845,0.409582768850857,..
Germany,DEU,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,9,9,9,9,9,9,9,9,9,9,9,9,9
Germany,DEU,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,65.1422142764401,54.9431936039177,32.9951245696129,43.0622882346582,42.3700937482274,42.0120208421199,54.5425153104356,61.1984389527421,29.5967863015372,37.8102229070675,41.8377046560933,31.5239210654355,41.9908563886426,51.6940537414999,44.9433342995826,51.1298225927162
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.44362337465981,1.40596830057114,1.4107699758746,1.39904868293034,1.34808994900071,1.32993750162983,1.26877676799331,1.23705351281021,1.28131660511996,1.38890695368007,1.35365069029402,1.28111219627689,1.31287978336467,1.2263455307322,1.19180971652976,1.17376648269936
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,57.7183339793647,67.1496481821924,70.6552989801298,77.33760058662,85.0602066738094,94.5548699867257,102.282888829324,115.140360843206,126.55750743066,126.228057746668,106.48369587659,109.659567482399,111.594039820304,120.921165091394,120.420185505886,..
Germany,DEU,Internet users (per 100 people),IT.NET.USER.P2,30.2163466048889,31.650939416316,48.82,55.9,64.73,68.71,72.16,75.16,78,79,82,81.26999953602,82.3499984738392,84.17,86.19,..
Germany,DEU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,18.6258136594924,18.3163750587475,17.4520402467974,16.9009747730051,17.8165365146677,17.4225993357946,17.1358988126545,13.994891161286,13.3047185085267,15.2587406087745,15.250990451373,14.9635385637821,15.9764857498027,16.0800683207586,16.0024056209854,16.6623748803635
Germany,DEU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,53.7965135471738,54.226294405809,53.2006193518163,54.1227656996203,57.6618364590375,61.0883129304899,67.1049631583677,69.0764219769683,70.122123180444,59.8708243637299,67.7066384754974,72.6248862396166,72.210233973856,70.122231274362,69.8408934602439,70.9074784639975
Germany,DEU,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,100,100.0246660595,101.6917438272,102.2551907969,100.6638193617,97.7178434077,95.3863770686,95.5091147339,93.2525561808,98.863190521,96.412037037,93.2991022619,92.4055244458,94.2483916816,96.6747401352,..
Germany,DEU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Net migration,SM.POP.NETM,..,..,1217,..,..,..,..,31640,..,..,..,..,1249998,..,..,..
Germany,DEU,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,8734409180,8911741211,9568873047,11189585940,12069472660,12707902799.5036,12697369923.9127,14084230453.8428,15231564513.8235,15322978952.7704,14682909207.8243,16116359753.0761,15587632314.3731,19948853232.8681,21280305305.7292,18456143436.9033
Germany,DEU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,247986590494.92,56930659865.4258,51222015764.7201,65348359020.9572,-20444719445.6139,59855759874.2003,87441737295.5494,50845049518.8357,30926055579.1302,56668665257.6315,86053684912.306,97480731019.8159,65464274951.493,62712000388.4761,9444773927.54354,46227109664.0211
Germany,DEU,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Population, total",SP.POP.TOTL,19701940,20531160,21487079,22507368,23499850,24399948,25183615,25877544,26528741,27207291,27962207,28809167,29726803,30682500,31627506,32526562
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,3.42580653261,4.1226624060886,4.55080456168904,4.63909445410118,4.31513158794839,3.75869629983257,3.16125834846767,2.71819809591115,2.48531457199415,2.52562775400891,2.73688595890095,2.98397866645826,3.13554616440454,3.16433627387256,3.03347255254667,2.80298628268961
Afghanistan,AFG,Surface area (sq. km),AG.SRF.TOTL.K2,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860,652860
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,36.3,..,..,..,35.8,..,..,..,..
Afghanistan,AFG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,..,..,..,..,5096483724.10319,6146315478.94887,6966901590.56581,8679021177.84647,9888574034.43086,12797057338.5862,14429902221.7266,16559104981.9384,21414554151.0931,22369525251.246,21253739999.1352,20363423839.2347
Afghanistan,AFG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,220,250,280,340,370,470,520,570,720,730,670,630
Afghanistan,AFG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,19202168208.0175,21252007733.2421,22134851020.6294,25406550418.3726,27761871367.4836,32316545463.8146,34181087567.1196,41684373490.0272,45732340266.1703,49566654428.9437,60398884819.0171,63951990499.6815,63410476948.6844,64834008144.6393
Afghanistan,AFG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,890,940,940,1040,1100,1250,1290,1530,1640,1720,2030,2080,2000,1990
Afghanistan,AFG,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.1258780487805,55.4875365853659,55.8571951219512,56.2352926829268,56.6263170731707,57.027243902439,57.4325609756098,57.8338292682927,58.2250243902439,58.6036829268293,58.9708292682927,59.3279512195122,59.6796097560976,60.0282682926829,60.3744634146342,..
Afghanistan,AFG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.496,7.395,7.273,7.137,6.987,6.822,6.639,6.437,6.218,5.985,5.746,5.506,5.272,5.05,4.843,..
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,153.8456,150.0468,146.248,140.4764,134.7048,128.9332,123.1616,117.39,111.4708,105.5516,99.6324,93.7132,87.794,82.2638,76.7336,..
Afghanistan,AFG,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,4.9,..,..,10.3,..,13.6,18.6,..,22.8,..,21.8,21.2,..,..,..,..
Afghanistan,AFG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,12.4,..,..,14.3,..,..,18.9,..,24,..,34.3,38.6,..,..,..,..
Afghanistan,AFG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,137,133.8,130.3,126.8,123.2,119.6,116.3,113.2,110.4,107.6,105,102.3,99.5,96.7,93.9,91.1
Afghanistan,AFG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,32.9000015258789,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,27,37,35,39,48,50,53,55,59,60,62,64,59,60,66,..
Afghanistan,AFG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,..,13.04874,..,13.31708,18.66479,19.7837,29.93046,30.08316,40.22338,46.73276,53.24683,54.61618,56.67734,56.68866,55.65616,..
Afghanistan,AFG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,0,..,0.54432,0.40625,0.54896,0.57509,0.56961,0.58902,0.61309,0.62951,0.66778,0.67378,0.65975,0.65834,..
Afghanistan,AFG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
Afghanistan,AFG,Forest area (sq. km),AG.LND.FRST.K2,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500,13500
Afghanistan,AFG,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,..,0.395129838340762,..,..,..,..,..,..,..,..,..,..,..,0.985715836325229,..
Afghanistan,AFG,Improved water source (% of population with access),SH.H2O.SAFE.ZS,30.3,32,33.8,35.5,37.3,39.1,40.8,42.6,44.4,46.2,48,49.8,51.6,53.4,55.2,55.3
Afghanistan,AFG,Improved sanitation facilities (% of population with access),SH.STA.ACSN,23.4,23.9,24.5,25.1,25.7,26.3,26.9,27.4,28,28.7,29.3,29.9,30.5,31.1,31.8,31.9
Afghanistan,AFG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0396443700468076,0.0314347557566158,0.0416412114461905,0.0461076124049689,0.0407273663448916,0.0548548300184902,0.0658159680411251,0.0881410538805383,0.158961557957085,0.249073529591755,0.30293638839023,0.425262104940417,..,..,..,..
Afghanistan,AFG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,..,2461666314.78366,4128818042.25508,4583648921.64112,5285461999.33739,6275076016.47174,7057598406.61553,9843842455.48323,10190529882.4878,12486943505.7381,15936800636.2487,17930239399.8149,20536542736.7297,20046334303.9661,20050189881.6659,19199437988.8023
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,8.44416322679218,1.05555578746555,11.1752702416587,5.55413762257501,13.7402049898513,3.61136839226168,21.0206487363678,8.43329048161792,6.11368516942299,14.4347412879524,1.95912289275337,1.31253090764642,1.51991126448578
Afghanistan,AFG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,11.715672373963,11.2427294014823,10.9002679905063,7.17126073468188,22.3820157780035,2.17910328500052,-2.10708255443797,9.43779477259656,10.5611392868639,8.3047608561584,4.7175311842531,0.243080560140356,0.939894826299167
Afghanistan,AFG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,38.4719400285995,37.7654435078259,30.2716744732668,31.7509905365424,29.2497367788414,30.6228536688586,25.3947405330476,30.2056024682127,27.0915400061362,24.507440419353,24.6032470715393,23.8913721393019,23.463125535053,22.6039268726035
Afghanistan,AFG,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,..,..,23.714097150371,22.9212075240844,26.712540265631,27.3602176143866,28.8154655619112,27.3447032582649,27.4589327956882,22.5758835629109,21.8623407294668,23.4717515844124,21.8473249530878,21.1532682183737,22.3292163240579,22.4166817955447
Afghanistan,AFG,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,..,37.8139628210295,39.3133489680897,43.0157852611021,40.888791849071,41.9347976592474,42.0324430728765,47.1463266712643,47.2185139688763,51.046119264397,52.0208079962345,53.549427975373,54.9553596423244,54.2076581408891,54.9793913318518
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,32.3867187434984,43.5568692886976,33.9964942565238,27.3952555550972,26.4702926571493,17.8237142691694,17.9929746901578,14.707588950143,10.0238497500877,6.1072740046737,5.51685032452764,6.30789504119987,6.63445247528137,7.3278411818003
Afghanistan,AFG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,65.2877040064813,94.344170165331,87.1393244439261,77.4671450090535,74.0850567541813,58.3500468255022,55.0725455538748,42.199228474704,44.9434783455166,44.1939480697298,39.1423974375544,49.7577749036104,46.2391111331373,45.8822391988433
Afghanistan,AFG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,12.3333155211811,16.845665636774,18.7923049655371,21.5682096326524,23.3562336686245,19.8649409466711,18.869671971305,17.8922473354938,17.8687825791077,16.5582354137958,16.813904232401,17.2317365358989,18.2376427940496,21.2286422411957
Afghanistan,AFG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,8.85912247946194,6.93795012657542,7.98850519646638,10.5167811516293,11.0361845395994,11.429836990904,9.88808445655444,..,..,..
Afghanistan,AFG,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,..,..,..,..,..,..,-2.0278600964814,-1.73123021368973,-2.31424986558664,0.281700159017001,1.49556676873257,-0.626409395980503,-0.62110794913849,..,..,..
Afghanistan,AFG,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,..,4,4,4,4,4,4,4,4,4,3,3,3
Afghanistan,AFG,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,2.36978613572853,1.95042957139392,1.86129988322751,2.23706942196111,2.32800275800812,2.06075131768437,1.89747275108326,1.77859261784739,1.1447151131951,1.06143348132958,1.33435667773489,1.03445098457873
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0.112598380583067,0.865196277129635,2.49805547198635,4.8268653672611,9.83316402199469,17.7162433091531,29.2203737639231,37.8949369729604,45.7781747410681,60.326319991974,65.4521934557507,70.6613588505821,74.8828424132874,..
Afghanistan,AFG,Internet users (per 100 people),IT.NET.USER.P2,..,0.00472256824217368,0.00456139517022146,0.0878912528559713,0.105809030021958,1.22414808372471,2.10712364546412,1.9,1.84,3.55,4,5,5.45454545454545,5.9,6.39,..
Afghanistan,AFG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,..,71.6587780157777,61.8094566988026,48.9784457400416,46.9589981029313,45.4933134277013,44.777129810018,35.3114143762408,34.9336692110354,29.9502916649011,34.7794650037404,38.4314500567747,46.2487923199116,46.0880920167639,41.3946354073651,31.4655733802702
Afghanistan,AFG,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,100,116.15984007,115.5862087015,111.9422452916,121.5647052744,119.74570637,126.6433000686,128.7292521939,128.4665795731,138.7710582931,143.5900624397,145.2391886649,137.0147898649,135.9150942926,138.4757386362,..
Afghanistan,AFG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,969197000,2012885000,2133805000,2469925000,2423336000,2627442000,2708631000,2576820000,2554678000,..
Afghanistan,AFG,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,..,..,..,..,..,..,0.153431206458661,0.0623276816324969,0.0784773178691041,0.0856321376915486,0.0624421790954611,0.0598837190572779,0.0652053411049146,0.117574836293178,0.183552505823437,..
Afghanistan,AFG,Net migration,SM.POP.NETM,..,..,804120,..,..,..,..,-677497,..,..,..,..,473007,..,..,..
Afghanistan,AFG,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,..,..,..,..,..,..,..,..,189158309.55,324334602.03,328397849.4069,257601847.9795,193471182.7837,281866156.270657,243516016.697776,..
Afghanistan,AFG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,170000,680000,50000000,57800000,186900000,271000000,238000000,188690000,46033740,197512727.48,54200551,57620844,61525860,39663686,48756005.3,58000000
Afghanistan,AFG,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,6.90338108835983,19.9871804613086,60.9561681231777,70.8065909794517,98.3619044376879,116.296149483597,117.603052619729,191.854373815382,183.78821671183,229.181214697193,231.453118131913,238.323100421474,224.272014720184,171.510796056384,152.503014306598,..
Vietnam,VNM,"Population, total",SP.POP.TOTL,77630900,78620500,79537700,80467400,81436400,82392100,83311200,84218500,85118700,86025000,86932500,87860300,88809200,89759500,90728900,91703800
Vietnam,VNM,Population growth (annual %),SP.POP.GROW,1.3411548927936,1.26669358718778,1.15986434145159,1.16210103654334,1.1970214044622,1.16672110298608,1.1093435383377,1.08316181626437,1.06321408414627,1.05911987632274,1.04940037653285,1.06160976160363,1.07421951703362,1.06436231136438,1.07420678751019,1.06878786563907
Vietnam,VNM,Surface area (sq. km),AG.SRF.TOTL.K2,329240,329250,329300,329310,329314,331212,331212,331212,331051,331051,330957,330951,330972,330972,330972,330972
Vietnam,VNM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,20.7,..,17.2,..,13.5,..
Vietnam,VNM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,30980382169.9711,33872627539.1897,36824544624.4155,41244185246.2931,48193771403.8406,55863877761.7622,62954907933.982,71581154272.9358,84934003165.4538,96710311372.6715,110302098969.321,122032782412.469,138086741661.565,156269170956.013,172114646999.783,181804091721.782
Vietnam,VNM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,400,430,460,510,590,680,760,850,1000,1120,1270,1390,1550,1740,1900,1980
Vietnam,VNM,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,160879338734.44,174892057186.741,188329525416.151,205365259977.348,226340176247.787,250964174906.488,275842474885.985,301340647726.188,324076317465.408,339438249494.723,367547685500.816,396482343535.126,426298019972.386,455435030155.241,487544320701.371,521644869863.556
Vietnam,VNM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2070,2220,2370,2550,2780,3050,3310,3580,3810,3950,4230,4510,4800,5070,5370,5690
Vietnam,VNM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,7.46,..,7.1,..,6.88,..,6.91,..,5.92,..,6.52,..,..,..
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.1485853658537,73.3695853658537,73.5765609756098,73.7725365853659,73.9590243902439,74.1381219512195,74.3123658536585,74.4838536585366,74.6530975609756,74.8226097560976,74.9903658536585,75.1568048780488,75.3193902439024,75.477,75.6291219512195,..
Vietnam,VNM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.01,1.954,1.92,1.901,1.894,1.894,1.901,1.911,1.923,1.935,1.946,1.953,1.957,1.96,1.961,..
Vietnam,VNM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,28.6456,28.2778,27.91,28.4872,29.0644,29.6416,30.2188,30.796,31.849,32.902,33.955,35.008,36.061,37.0902,38.1194,..
Vietnam,VNM,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,74.2,73.9,78.5,75.3,75.7,76.8,75.7,79,79.4,..,78,77.8,76.3,77.3,75.7,..
Vietnam,VNM,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,69.6,..,85,..,..,..,87.7,..,..,..,..,92.9,..,..,93.8,..
Vietnam,VNM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,33.8,32.5,31.4,30.4,29.4,28.5,27.7,26.9,26.2,25.5,24.8,24.2,23.5,22.9,22.3,21.7
Vietnam,VNM,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,26.7000007629395,..,23.3999996185303,24.6000003814697,23.7999992370605,22.7000007629395,22.1000003814697,22.6000003814697,20.2000007629395,..,12,..,..,12.1000003814697,..,..
Vietnam,VNM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,98,96,93,97,95,93,83,92,97,98,96,96,98,97,..
Vietnam,VNM,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,99.01955,104.43159,101.47795,100.24547,..,93.22595,96.92218,..,..,..,..,102.65807,101.97412,99.23997,106.21147,..
Vietnam,VNM,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vietnam,VNM,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vietnam,VNM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,..
Vietnam,VNM,Forest area (sq. km),AG.LND.FRST.K2,117270,119970,122670,125370,128070,130770,132872,134974,137076,139178,141280,142570,143860,145150,146440,147730
Vietnam,VNM,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,..,..,..,..,..,..,..,1.19245878135937,..,..,..,..,..,..,1.7656307347546,..
Vietnam,VNM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,77.4,78.9,80.3,81.7,83.1,84.5,85.9,87.3,88.6,89.9,91.3,92.6,93.8,95.1,96.4,97.6
Vietnam,VNM,Improved sanitation facilities (% of population with access),SH.STA.ACSN,52.9,54.6,56.3,58,59.7,61.4,63,64.7,66.4,68.1,69.7,71.4,73.1,74.7,76.3,78
Vietnam,VNM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,370.162512607737,389.790690723157,420.446832131178,436.334739285723,478.504992853319,500.675950728286,507.389090542448,540.081953490029,571.379403115884,616.835001453066,677.674391050528,670.18312024885,674.783648540917,667.646466390744,..,..
Vietnam,VNM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.691020495704674,0.777658384263646,0.890220650081659,0.978870449399384,1.11190120142835,1.19117716383003,1.23327563400839,1.35279093073375,1.49749608487912,1.63637077593723,1.76169543036264,1.9714335712489,..,..,..,..
Vietnam,VNM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,295.037156596149,335.345107192145,387.036587681062,443.07384108347,493.624472594565,579.922104182318,655.326054600102,738.471950937146,813.15856562659,917.396105783203,1034.60731026946,1129.72525702735,1243.45225494656,1305.57768258513,..,..
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,33640085727.512,35291349277.3064,37947904054.452,42717072777.5929,49424107709.8946,57633255739.3984,66371664817.0436,77414425532.2452,99130304099.1274,106014600963.977,115931749904.839,135539487317.008,155820001920.492,171222025117.381,186204652922.262,193599379094.859
Vietnam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.78731640822197,6.1928933118123,6.32082098771049,6.89906349174233,7.53641061182057,7.5472477272281,6.97795481183347,7.12950448396323,5.66177120802432,5.39789754276676,6.42323821717494,6.24030274887527,5.2473671560487,5.42188299130713,5.98365463697851,6.67928878891431
Vietnam,VNM,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,11.5945111125817,2.67708317444553,4.94219246377486,6.88844968332904,9.23251495735487,9.20393446167276,8.56894797475248,9.63022561430115,22.6733161756431,6.21556443829208,12.0743576534369,21.2607029146999,10.9259939059156,4.76065483992902,3.66238381086517,-0.190788132148072
Vietnam,VNM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,22.7349215074926,21.5247724040787,21.2793515284784,20.8723004751526,20.0444083512372,19.2999788840494,18.7267854535521,18.655099701709,20.4131439246507,19.1684704623392,18.3784805832532,19.5677440868872,19.2214009962966,17.9635863672912,17.6991997675893,16.9922120022076
Vietnam,VNM,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,34.1980587739139,35.4599352282502,35.6992195921183,36.6732374978114,37.4488584381007,38.1311399002846,38.5847310338981,38.5116248479069,37.0776963788801,37.3882070455264,32.1318937375917,32.2444018287114,33.5577933080444,33.1900402370139,33.2143938224252,33.2500807324448
Vietnam,VNM,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,43.0670197185936,43.0152923676711,43.0214288794033,42.454462027036,42.5067332106621,42.5688812156661,42.6884835125499,42.8332754503842,42.5091596964692,43.4433224921344,36.9424717818102,36.7327234511118,37.2668059193589,38.7362028780262,39.0363944237677,39.7332895764278
Vietnam,VNM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,49.9662477347537,50.9957899884542,50.5793088319407,52.4747984305625,54.901407345239,63.6994926701393,67.7168143260187,70.517874602272,70.3366919402715,62.9717966689292,72.0023560728659,79.3908444282327,80.028618800839,83.6261431037686,86.4047688894668,89.7792486373269
Vietnam,VNM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,53.2781807494031,52.6925689522794,57.2493424740223,62.6427118111948,67.359861840685,67.0153533748869,70.5968075435795,84.0875093942824,83.9807876874868,73.3389418665582,80.2150125033135,83.5236472352594,76.52531152372,81.4681017360059,83.1297554811552,88.9881660784447
Vietnam,VNM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.4379676226695,28.8707669749322,30.6959867878929,32.8190370983995,32.5977350750033,33.7574028912441,34.5366510764767,39.5662708970146,36.4931217965814,37.1625759749893,35.69385526719,29.7505958963387,27.2433235356791,26.6756448049836,26.8326723983813,27.6767351025099
Vietnam,VNM,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vietnam,VNM,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vietnam,VNM,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,12,11,11,11,11,11,11,10,10,10,10,10,10
